IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,skor_akses_dasar,skor_konektivitas,skor_pengelolaan_lingkungan,skor_kesejahteraan,skor_kelembagaan_ekonomi,skor_produktivitas_ekonomi,skor_akses_kesehatan,skor_kualitas_kesehatan,skor_program_kesehatan,skor_pendidikan_lanjut,skor_literasi_masyarakat,skor_kualitas_lingkungan,skor_ketahanan_bencana,skor_digital_readiness,skor_status_wilayah,skor_karakteristik_khusus,sektor_pertanian,sektor_industri,sektor_jasa,status_perkotaan,ada_pades,ada_bumdes,ada_sid,kelengkapan_pendidikan,ada_vokasi,ada_mitigasi_bencana,kelengkapan_kesehatan,kelengkapan_ekonomi,cluster,total_penduduk,total_kk,cluster_label,cluster_label_detail,final_label
3506030011,KEDIRI,NGADILUWIH,REMBANG,1,-7.8778578,2,112.0000482,100.0,100.0,15.0,76.50228331734814,50.83333333333333,40.45454545454545,4.377188594297149,100.0,100.0,20.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,1,0,2,0,0,7996,1999,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506030012,KEDIRI,NGADILUWIH,BADAL,1,-7.8789195,2,111.9834749,100.0,75.0,0.0,26.000021429030625,43.33333333333333,38.63636363636363,6.243756243756245,40.0,100.0,80.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,0,3,4004,1001,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3506030013,KEDIRI,NGADILUWIH,BADAL PANDEAN,1,-7.8680297,2,111.9922624,100.0,75.0,0.0,76.24350490740329,58.33333333333333,36.81818181818182,6.211180124223603,100.0,100.0,80.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,0,0,3220,805,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506030014,KEDIRI,NGADILUWIH,WONOREJO,1,-7.863993,2,112.0013242,100.0,100.0,50.0,80.01270225571602,58.33333333333333,54.09090909090909,7.587253414264037,100.0,100.0,80.0,40.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,0,3,3,0,5272,1318,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506030015,KEDIRI,NGADILUWIH,BANJAREJO,1,-7.8603275,2,112.0115009,99.97715591090804,100.0,68.75,76.37204539183504,65.83333333333333,44.09090909090909,11.42204454597373,100.0,100.0,0.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,0,0,7004,1751,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506030016,KEDIRI,NGADILUWIH,MANGUNREJO,1,-7.8732223,2,112.0145772,100.0,75.0,0.0,77.0277274486016,50.83333333333333,1.818181818181818,17.724510465901417,100.0,100.0,40.0,40.0,100.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,3,0,0,2,0,0,5924,1481,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040001,KEDIRI,KRAS,SETONOREJO,1,-7.9879868,2,111.9624431,100.0,75.0,0.0,78.13851609880089,43.33333333333333,4.545454545454546,4.125412541254125,100.0,60.0,60.0,0.0,50.0,50.0,75.0,60.0,0.0,0,0,1,1,1,1,1,4,1,0,1,1,2,4848,1212,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506040002,KEDIRI,KRAS,PELAS,1,-7.9947876,2,111.9757472,100.0,75.0,0.0,83.64841227347476,43.33333333333333,2.7272727272727275,8.865248226950355,100.0,60.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,0,0,1,1,1,1,1,2,0,0,3,1,2,6204,1551,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506040003,KEDIRI,KRAS,BLEBER,1,-7.9917189,2,111.9789472,100.0,75.0,0.0,84.85132221087278,43.33333333333333,10.90909090909091,7.936507936507937,100.0,60.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,0,0,1,1,1,1,1,2,0,0,2,0,2,2520,630,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506040004,KEDIRI,KRAS,REJOMULYO,1,-7.9777895,2,111.9633014,100.0,75.0,0.0,84.44917003383745,43.33333333333333,51.36363636363636,7.374631268436579,100.0,60.0,0.0,0.0,50.0,75.0,75.0,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,0,0,4068,1017,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040005,KEDIRI,KRAS,MOJOSARI,1,-7.9804285,2,111.9768058,99.94822006472492,75.0,0.0,84.32990866447832,43.33333333333333,45.0,21.035598705501616,100.0,60.0,40.0,0.0,50.0,50.0,75.0,60.0,0.0,0,0,1,1,1,1,1,3,0,0,2,0,2,6180,1545,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506040006,KEDIRI,KRAS,BUTUH,1,-7.972841,2,111.9993939,100.0,75.0,0.0,84.68730435928697,43.33333333333333,12.727272727272728,14.112903225806452,100.0,60.0,80.0,0.0,50.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,0,0,4960,1240,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040007,KEDIRI,KRAS,JABANG,1,-7.9739125,2,111.9899007,100.0,75.0,15.0,100.0,43.33333333333333,6.363636363636363,7.975638051044084,100.0,60.0,0.0,0.0,100.0,50.0,75.0,60.0,0.0,0,0,1,1,1,1,1,2,0,0,2,2,2,6896,1724,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506040008,KEDIRI,KRAS,KARANGTALUN,1,-7.9671149,2,111.960253,100.0,100.0,6.25,81.18030081668262,50.83333333333333,37.72727272727273,15.201122544434051,100.0,100.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,1,0,4276,1069,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040009,KEDIRI,KRAS,NYAWANGAN,1,-7.9621084,2,111.9506063,100.0,100.0,6.25,81.37255034775376,50.83333333333333,39.54545454545455,11.052166224580017,100.0,100.0,0.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,0,0,4524,1131,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040010,KEDIRI,KRAS,KRAS,1,-7.9538352,2,111.961943,100.0,100.0,6.25,79.6352717410447,50.83333333333333,2.7272727272727275,6.773399014778326,100.0,100.0,100.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,1,0,3,3,0,8120,2030,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040011,KEDIRI,KRAS,BENDOSARI,1,-7.9640587,2,111.9998188,100.0,100.0,33.75,80.86154395194332,50.83333333333333,35.90909090909091,13.825634352635005,100.0,100.0,40.0,0.0,75.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,0,0,2,0,0,6148,1537,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040012,KEDIRI,KRAS,KRANDANG,1,-7.9429867,2,111.9965467,100.0,75.0,0.0,56.34874183998468,50.83333333333333,0.0,6.150902132312739,100.0,60.0,0.0,0.0,50.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,0,0,7316,1829,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040013,KEDIRI,KRAS,KANIGORO,1,-7.9503594,2,111.9945242,100.0,100.0,33.75,83.60946776504548,50.83333333333333,0.0,13.651877133105804,100.0,100.0,80.0,0.0,100.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,1,0,5860,1465,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040014,KEDIRI,KRAS,BANJARANYAR,1,-7.9456614,2,111.970332,100.0,100.0,18.75,80.27377106106974,50.83333333333333,36.81818181818182,9.319085487077537,100.0,100.0,80.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,1,0,8048,2012,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506040015,KEDIRI,KRAS,PURWODADI,1,-7.9484912,2,111.9598394,100.0,100.0,18.75,88.78615769676306,50.83333333333333,35.90909090909091,12.187690432663013,100.0,100.0,40.0,0.0,50.0,50.0,68.75,60.0,0.0,0,0,1,1,1,1,1,3,0,0,2,2,2,6564,1641,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506040016,KEDIRI,KRAS,JAMBEAN,1,-7.9283342,2,111.9678727,100.0,100.0,40.0,76.39030757008285,37.5,35.90909090909091,13.415404040404042,100.0,100.0,0.0,35.0,16.67,50.0,75.0,60.0,0.0,1,0,0,1,1,0,1,2,0,1,2,2,0,6336,1584,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050001,KEDIRI,RINGINREJO,JEMEKAN,1,-7.9901967,2,112.00479,70.0,75.0,15.0,99.17701598880724,50.83333333333333,0.0,7.547607988852763,100.0,100.0,0.0,0.0,100.0,50.0,87.5,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,0,0,8612,2153,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050002,KEDIRI,RINGINREJO,SRIKATON,1,-7.9780101,2,112.0127664,100.0,75.0,15.0,83.52658816405156,58.33333333333333,0.0,7.453151618398637,100.0,100.0,0.0,0.0,50.0,50.0,81.25,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,0,0,4696,1174,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050003,KEDIRI,RINGINREJO,SAMBI,1,-7.9827793,2,112.030185,100.0,75.0,81.25,85.26688667138106,85.0,3.636363636363636,9.615384615384617,100.0,100.0,0.0,40.0,83.33500000000001,50.0,75.0,60.0,0.0,0,0,1,1,1,1,1,2,0,0,3,3,2,6240,1560,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506050004,KEDIRI,RINGINREJO,RINGINREJO,1,-7.9818122,2,112.0351894,100.0,75.0,15.0,80.73605606311938,79.16666666666666,35.0,7.958615200955034,100.0,100.0,100.0,0.0,100.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,4,1,0,2,1,0,10052,2513,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050005,KEDIRI,RINGINREJO,DEYENG,1,-7.9840401,2,112.087078,100.0,75.0,0.0,100.0,50.83333333333333,35.0,4.3469860896445125,80.0,100.0,40.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,0,1,2,0,0,10352,2588,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050006,KEDIRI,RINGINREJO,BATUAJI,2,-7.9666644,2,112.097446,100.0,50.0,0.0,100.0,50.83333333333333,0.0,7.602635580334516,100.0,100.0,0.0,0.0,100.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,1,1,1,0,7892,1973,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050007,KEDIRI,RINGINREJO,DAWUNG,2,-7.9680864,2,112.0752757,100.0,75.0,0.0,39.593725249681775,43.33333333333333,35.0,14.173866090712744,40.0,100.0,0.0,0.0,83.33500000000001,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,0,3,7408,1852,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3506050008,KEDIRI,RINGINREJO,PURWODADI,2,-7.9602162,2,112.0610803,100.0,75.0,31.25,82.04236196303273,65.83333333333333,38.63636363636363,7.677275265214964,100.0,100.0,0.0,40.0,100.0,75.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,1,0,7164,1791,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050009,KEDIRI,RINGINREJO,SELODONO,1,-7.9741826,2,112.0433629,100.0,75.0,0.0,90.98707969937256,77.5,35.90909090909091,6.660746003552398,89.18449563924707,100.0,40.0,40.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,0,0,2,1,0,11260,2815,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050010,KEDIRI,RINGINREJO,SUSUHBANGO,1,-7.9701467,2,112.0273986,100.0,75.0,15.0,93.98209233448614,85.0,36.81818181818182,18.233387358184764,100.0,100.0,0.0,40.0,50.0,50.0,81.25,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,1,0,4936,1234,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506050011,KEDIRI,RINGINREJO,NAMBAKAN,2,-7.9587604,2,112.0160729,100.0,75.0,15.0,86.23595505617979,65.83333333333333,0.0,12.755102040816327,100.0,100.0,0.0,0.0,100.0,50.0,81.25,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,0,0,3920,980,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060001,KEDIRI,KANDAT,SUMBERJO,1,-7.9517462,2,112.0278212,100.0,100.0,18.75,51.64027183507272,50.83333333333333,45.0,7.396449704142012,100.0,100.0,80.0,0.0,75.0,50.0,75.0,60.0,0.0,0,0,1,1,1,1,1,4,0,0,2,0,2,8788,2197,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3506060002,KEDIRI,KANDAT,KARANGREJO,2,-7.9481451,2,112.052905,100.0,75.0,6.25,52.21730639695724,43.33333333333333,35.90909090909091,11.536686663590215,80.0,100.0,0.0,0.0,100.0,50.0,75.0,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,1,0,8668,2167,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060003,KEDIRI,KANDAT,SELOSARI,2,-7.9357775,2,112.0641498,100.0,75.0,6.25,57.53334272865874,43.33333333333333,37.72727272727273,8.55188141391106,100.0,100.0,0.0,0.0,50.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,1,0,0,2,0,0,7016,1754,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060004,KEDIRI,KANDAT,KANDAT,1,-7.9315964,2,112.0313466,100.0,100.0,18.75,67.2069674987362,50.83333333333333,40.45454545454545,10.692464358452138,100.0,100.0,80.0,0.0,75.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,3,0,9820,2455,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060005,KEDIRI,KANDAT,CENDONO,1,-7.9268038,2,112.0177296,100.0,100.0,18.75,52.560752547687486,43.33333333333333,44.09090909090909,11.627906976744184,100.0,100.0,0.0,0.0,58.335,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,1,0,0,2,0,0,6880,1720,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060006,KEDIRI,KANDAT,RINGINSARI,1,-7.9064306,2,112.0250453,100.0,100.0,25.0,80.36660792502569,43.33333333333333,35.0,11.16902457185406,80.0,60.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,1,0,5372,1343,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060007,KEDIRI,KANDAT,TEGALAN,1,-7.9166455,2,112.0338019,100.0,100.0,6.25,72.61362147140285,50.83333333333333,9.999999999999998,15.346838551258442,80.0,100.0,40.0,0.0,75.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,3,0,0,2,1,0,6516,1629,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060008,KEDIRI,KANDAT,NGLETIH,1,-7.9139484,2,112.0685284,100.0,75.0,0.0,79.90619208920937,43.33333333333333,36.81818181818182,6.91699604743083,100.0,60.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,1,0,5060,1265,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060009,KEDIRI,KANDAT,PURWOREJO,1,-7.9027367,2,112.0582558,100.0,75.0,0.0,80.69224220407602,43.33333333333333,40.45454545454545,8.123476848090982,100.0,100.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,1,2,1,0,4924,1231,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060010,KEDIRI,KANDAT,PULE,1,-7.8945418,2,112.0402903,100.0,100.0,0.0,77.34614402451481,43.33333333333333,35.0,6.277901785714287,100.0,100.0,40.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,0,0,2,0,0,7168,1792,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060011,KEDIRI,KANDAT,BLABAK,1,-7.8735654,2,112.029016,100.0,100.0,0.0,76.45934790044231,43.33333333333333,35.0,11.389521640091118,100.0,100.0,60.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,1,0,3,1,0,8780,2195,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506060012,KEDIRI,KANDAT,NGRECO,1,-7.8772173,2,112.0498058,100.0,75.0,46.25,76.66006874039743,50.83333333333333,53.40909090909091,4.836926478717523,80.0,60.0,80.0,0.0,100.0,75.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,0,0,7236,1809,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070001,KEDIRI,WATES,DUWET,1,-7.9398943,2,112.0883921,100.0,75.0,0.0,76.21520054684025,50.83333333333333,0.0,6.449165402124431,100.0,100.0,80.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,1,0,13180,3295,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070002,KEDIRI,WATES,TAWANG,1,-7.92232,2,112.1296267,100.0,100.0,50.0,76.33203120486979,65.83333333333333,54.09090909090909,9.425593257928588,100.0,100.0,100.0,0.0,50.0,75.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,1,0,2,3,0,18036,4509,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070003,KEDIRI,WATES,SEGARAN,1,-7.928645,2,112.1096833,100.0,75.0,15.0,79.44281364975159,43.33333333333333,35.90909090909091,19.070735090152567,100.0,60.0,0.0,0.0,100.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,0,2,0,0,2,0,0,2884,721,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070004,KEDIRI,WATES,GADUNGAN,1,-7.9155307,2,112.1142056,100.0,75.0,0.0,80.04849273675475,30.0,37.72727272727273,6.89519306540583,100.0,100.0,0.0,0.0,83.33500000000001,50.0,68.75,60.0,0.0,1,0,0,1,1,0,1,2,0,0,2,0,0,5076,1269,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070005,KEDIRI,WATES,POJOK,1,-7.9241517,2,112.0893417,100.0,75.0,33.75,50.0,50.83333333333333,35.0,7.240380637153496,40.0,100.0,80.0,75.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,0,2,0,3,9668,2417,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3506070006,KEDIRI,WATES,WONOREJO,1,-7.8949424,2,112.1007606,100.0,75.0,93.75,77.53067220621823,100.0,0.0,12.87453183520599,100.0,100.0,40.0,0.0,100.0,75.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,0,1,2,3,0,8544,2136,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070007,KEDIRI,WATES,WATES,1,-7.860128758,2,110.1521074,100.0,100.0,81.25,28.390680817569265,58.33333333333333,0.9090909090909092,18.2832948421863,40.0,100.0,100.0,0.0,33.335,50.0,68.75,60.0,0.0,0,0,1,1,1,1,0,4,1,0,3,2,3,5196,1299,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3506070008,KEDIRI,WATES,JAJAR,1,-7.9084984,2,112.1302868,100.0,100.0,0.0,78.28203754249067,43.33333333333333,35.0,22.540983606557383,100.0,100.0,0.0,0.0,83.33500000000001,75.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,1,0,4880,1220,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070009,KEDIRI,WATES,TUNGE,1,-7.9049262,2,112.132743,100.0,100.0,0.0,77.47732164641711,50.83333333333333,2.7272727272727275,10.311640696608617,100.0,100.0,0.0,0.0,83.33500000000001,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,0,0,8728,2182,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070010,KEDIRI,WATES,TEMPUREJO,2,-7.8941343,2,112.1413081,99.94828700711054,100.0,0.0,77.45887621961647,43.33333333333333,0.0,4.040077569489334,100.0,100.0,0.0,0.0,100.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,1,1,0,6188,1547,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070011,KEDIRI,WATES,PLAOSAN,1,-7.897304,2,112.1211362,100.0,75.0,0.0,77.89983038951232,43.33333333333333,2.7272727272727275,3.6210892236384704,100.0,100.0,0.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,0,2,0,0,2,0,0,6904,1726,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070012,KEDIRI,WATES,KARANGANYAR,1,-7.8820476,2,112.0967426,100.0,75.0,0.0,76.96278715776403,43.33333333333333,0.0,3.063725490196078,100.0,100.0,0.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,1,0,0,3264,816,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070013,KEDIRI,WATES,SUMBERAGUNG,1,-7.8822921,2,112.0908405,100.0,75.0,0.0,77.53958930349172,30.0,3.636363636363636,5.813953488372093,100.0,100.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,0,0,2,0,0,2,2,0,9460,2365,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070014,KEDIRI,WATES,PAGU,1,-7.8884067,2,112.0784667,100.0,75.0,0.0,77.98961110142255,43.33333333333333,0.0,12.444001991040317,100.0,100.0,0.0,0.0,100.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,0,2,0,0,2,0,0,8036,2009,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070015,KEDIRI,WATES,JOHO,1,-7.8826935,2,112.0587293,100.0,75.0,15.0,80.30917837755842,30.0,0.0,3.0135004821600777,100.0,100.0,0.0,0.0,50.0,50.0,75.0,60.0,0.0,1,0,0,1,1,0,1,2,0,0,2,0,0,8296,2074,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070016,KEDIRI,WATES,SILIR,1,-7.87412,2,112.0675562,100.0,75.0,93.75,79.89736521751298,37.5,35.90909090909091,12.23091976516634,100.0,100.0,40.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,0,1,3,0,0,3,0,0,4088,1022,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070017,KEDIRI,WATES,JANTI,1,-7.8541094,2,112.0707124,100.0,75.0,15.0,78.34276116128224,50.83333333333333,0.0,6.768953068592058,100.0,60.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,1,0,8864,2216,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506070018,KEDIRI,WATES,SIDOMULYO,1,-7.8597914,2,112.0800848,100.0,75.0,68.75,77.6223231951588,77.5,2.7272727272727275,8.816120906801007,100.0,60.0,80.0,0.0,50.0,75.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,0,1,2,0,0,7940,1985,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506080001,KEDIRI,NGANCAR,BEDALI,1,-7.962245295,2,112.1315808,100.0,100.0,0.0,77.66096926787564,73.33333333333333,35.0,7.906843013225993,84.68088603876966,100.0,60.0,0.0,100.0,100.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,1,1,2,1,0,13912,3478,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506080002,KEDIRI,NGANCAR,MARGOURIP,2,-7.959549634,2,112.1633459,100.0,75.0,25.0,30.370043292983407,50.83333333333333,35.90909090909091,3.777861730260673,40.0,100.0,0.0,0.0,100.0,100.0,68.75,0.0,0.0,1,0,0,0,1,1,0,2,0,1,2,0,3,10588,2647,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3506080003,KEDIRI,NGANCAR,MANGGIS,2,-7.958919501,2,112.1903062,100.0,75.0,0.0,83.78088991631274,50.83333333333333,1.818181818181818,4.797149122807017,100.0,100.0,40.0,0.0,50.0,100.0,75.0,0.0,0.0,1,0,0,0,1,1,0,3,0,1,2,1,0,7296,1824,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506080004,KEDIRI,NGANCAR,SEMPU,2,-7.957565398,2,112.2169649,100.0,75.0,0.0,75.0,58.33333333333333,37.72727272727273,4.72411186696901,100.0,60.0,0.0,0.0,100.0,100.0,81.25,0.0,65.0,1,0,0,0,1,1,1,2,0,1,2,0,0,5292,1323,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506080005,KEDIRI,NGANCAR,SUGIHWARAS,2,-7.926656393,2,112.2281004,100.0,75.0,0.0,78.26704128740096,58.33333333333333,35.90909090909091,4.079634464751958,100.0,60.0,0.0,0.0,50.0,100.0,75.0,0.0,65.0,1,0,0,0,1,1,0,2,0,1,2,0,0,6128,1532,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3506080006,KEDIRI,NGANCAR,NGANCAR,2,-7.936309694,2,112.1881098,99.87227248536456,75.0,0.0,28.94228777722269,65.83333333333333,0.0,11.309207025013304,40.0,100.0,0.0,0.0,100.0,75.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,3,2,3,7516,1879,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3506080007,KEDIRI,NGANCAR,PANDANTOYO,2,-7.9298618,2,112.1539868,100.0,75.0,15.0,79.10976548575812,43.33333333333333,35.90909090909091,4.887585532746823,100.0,100.0,20.0,0.0,100.0,75.0,68.75,0.0,0.0,1,0,0,0,1,1,1,3,1,0,2,2,0,8184,2046,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
