IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,kk_pln,kk_non_pln,kk_tanpa_listrik,total_kk,rasio_pln,rasio_non_pln,rasio_tanpa_listrik,penerangan_jalan,penerangan_surya,skor_listrik,air_minum_aman,air_cuci_bersih,sanitasi_layak,septik_tank,tps,tps3r,bank_sampah,pemilahan_sampah,drainase,skor_sanitasi,skor_air,sungai,irigasi,waduk,mata_air,jumlah_embung,skor_sumber_air,jalan_aspal,jalan_keras,jalan_tanah,akses_jalan,angkutan_trayek,angkutan_non_trayek,angkutan_ada,skor_transportasi,sinyal_telepon,sinyal_internet,jumlah_bts,jumlah_operator,bts_normalized,operator_normalized,komputer_desa,internet_desa,warnet,skor_digital,akses_puskesmas,akses_pasar,akses_sd,skor_aksesibilitas,kantor_desa_ada,kantor_desa_layak,kantor_dalam_wilayah,topografi_datar,permukiman_aman,pesisir,cluster,label_infrastruktur
3510060006,BANYUWANGI,CLURING,CLURING,1,-8.4319753,2,114.2156092,4474,0,0,4474,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,1,6,25.0,100.0,100,100,100,88.75,70.0,85.0,100.0,85.0,100,100,100,100,0,0,0,Desa Maju
3510060007,BANYUWANGI,CLURING,TAMANAGUNG,2,-8.403352,2,114.2169809,3134,0,0,3134,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,100,100.0,3,5,75.0,83.33333333333334,100,100,100,94.58333333333331,33.0,100.0,100.0,76.55,100,100,100,100,0,0,0,Desa Maju
3510060008,BANYUWANGI,CLURING,SRATEN,1,-8.4189669,2,114.2440423,2880,0,0,2880,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,3,6,75.0,100.0,100,100,100,96.25,70.0,100.0,100.0,89.5,100,100,100,100,0,0,0,Desa Maju
3510060009,BANYUWANGI,CLURING,SARIMULYO,1,-8.4114746,2,114.2499868,3108,0,0,3108,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,2,5,50.0,83.33333333333334,100,100,0,80.83333333333334,78.0,90.0,100.0,89.3,100,100,100,100,0,0,0,Desa Maju
3510070004,BANYUWANGI,GAMBIRAN,PURWODADI,1,-8.4507194,2,114.1769541,2748,0,3,2751,99.89094874591058,0.0,0.109051254089422,50,0,87.41275899672846,100,0,100,100,0,100,0,25,100,75.0,60.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,1,5,25.0,83.33333333333334,100,100,100,82.08333333333334,76.0,80.0,100.0,85.6,100,100,100,100,0,0,0,Desa Maju
3510070005,BANYUWANGI,GAMBIRAN,JAJAG,1,-8.4422401,2,114.1805103,6530,469,0,6999,93.29904272038864,6.700957279611373,0.0,100,100,96.64952136019431,100,0,100,100,100,100,100,75,100,100.0,60.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,4,5,100.0,83.33333333333334,100,100,100,98.33333333333331,100.0,100.0,100.0,100.0,100,100,100,100,0,0,0,Desa Maju
3510070006,BANYUWANGI,GAMBIRAN,WRINGIN AGUNG,1,-8.4353715,2,114.1711131,2940,0,8,2948,99.72862957937583,0.0,0.2713704206241519,100,100,99.78290366350068,100,0,100,100,0,0,0,25,100,55.0,60.0,100,100,0,0,1,55,100,0,0,100.0,100,0,100,100.0,100,100.0,4,5,100.0,83.33333333333334,100,100,100,98.33333333333331,77.0,87.0,100.0,88.05,100,100,100,100,0,0,0,Desa Maju
3510070007,BANYUWANGI,GAMBIRAN,WRINGINREJO,1,-8.3886757,2,114.1849308,2534,0,48,2582,98.14097598760652,0.0,1.8590240123934931,100,0,93.5127807900852,100,0,100,100,0,0,0,25,100,55.0,60.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,3,5,75.0,83.33333333333334,100,100,100,89.58333333333333,50.0,62.0,100.0,71.1,100,100,100,100,0,0,1,Desa Berkembang
3510070008,BANYUWANGI,GAMBIRAN,YOSOMULYO,1,-8.4017296,2,114.1617232,4354,1,3,4358,99.90821477742084,0.0229463056447911,0.0688389169343735,100,100,99.93345571363012,0,0,100,100,0,0,0,25,100,55.0,0.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,3,6,75.0,100.0,100,100,0,86.25,50.0,60.0,100.0,70.5,100,100,100,100,0,0,0,Desa Maju
3510070009,BANYUWANGI,GAMBIRAN,GAMBIRAN,1,-8.385684,2,114.1458032,5181,0,106,5287,97.99508227728391,0.0,2.004917722716096,100,100,98.39606582182712,100,0,100,100,0,0,0,25,100,55.0,60.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,0,5,0.0,83.33333333333334,100,100,0,73.33333333333334,100.0,70.0,100.0,91.0,100,100,100,100,0,0,0,Desa Maju
3510071001,BANYUWANGI,TEGALSARI,KARANGDORO,1,-8.439995,2,114.1034824,3932,0,0,3932,100.0,0.0,0.0,100,0,95.0,0,0,100,100,0,0,100,0,0,55.0,0.0,100,100,100,0,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,4,5,100.0,83.33333333333334,100,100,100,98.33333333333331,0.0,100.0,100.0,65.0,100,100,100,100,0,0,0,Desa Maju
3510071002,BANYUWANGI,TEGALSARI,KARANGMULYO,1,-8.4601281,2,114.1275534,2148,0,0,2148,100.0,0.0,0.0,50,0,87.5,0,0,100,100,0,0,0,0,0,45.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,0,4,0.0,66.66666666666666,100,100,0,71.66666666666666,40.0,70.0,100.0,70.0,100,100,100,100,0,0,1,Desa Berkembang
3510071003,BANYUWANGI,TEGALSARI,TEGALSARI,1,-8.42359,2,114.1415667,4749,0,0,4749,100.0,0.0,0.0,50,100,92.5,0,0,100,100,0,0,0,0,0,45.0,0.0,100,100,0,0,1,55,100,0,0,100.0,0,0,0,75.0,75,100.0,5,5,100.0,83.33333333333334,100,100,0,88.33333333333333,51.0,100.0,100.0,82.85,100,100,100,100,0,0,1,Desa Berkembang
3510071004,BANYUWANGI,TEGALSARI,DASRI,1,-8.3892726,2,114.1195401,2356,0,0,2356,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,3,5,75.0,83.33333333333334,100,100,0,89.58333333333333,46.0,100.0,100.0,81.1,100,100,100,100,0,0,0,Desa Maju
3510071005,BANYUWANGI,TEGALSARI,TAMANSARI,2,-8.3836465,2,114.1104297,2419,0,0,2419,100.0,0.0,0.0,50,100,92.5,0,0,100,100,0,0,0,0,0,45.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,1,4,25.0,66.66666666666666,100,100,0,75.41666666666666,30.0,80.0,100.0,69.5,100,100,100,100,0,0,1,Desa Berkembang
3510071006,BANYUWANGI,TEGALSARI,TEGALREJO,1,-8.4292449,2,114.1246844,3143,0,0,3143,100.0,0.0,0.0,50,0,87.5,0,0,100,100,0,0,0,0,0,45.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,1,4,25.0,66.66666666666666,100,100,0,75.41666666666666,0.0,60.0,100.0,53.0,100,100,100,100,0,0,1,Desa Berkembang
3510080001,BANYUWANGI,GLENMORE,KARANGHARJO,1,-8.3151148,2,114.0546165,7341,0,0,7341,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,3,5,75.0,83.33333333333334,100,100,100,94.58333333333331,46.0,100.0,100.0,81.1,100,100,100,0,100,0,2,Desa Khusus Geografis
3510080002,BANYUWANGI,GLENMORE,TULUNGREJO,1,-8.3292325,2,114.0974519,7342,0,0,7342,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,3,5,75.0,83.33333333333334,100,100,0,84.58333333333333,100.0,35.0,100.0,80.5,100,100,100,0,100,0,2,Desa Khusus Geografis
3510080003,BANYUWANGI,GLENMORE,SUMBERGONDO,1,-8.2928517,2,114.1036911,2548,0,0,2548,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,1,75,100,0,0,100.0,100,0,100,100.0,100,100.0,4,5,100.0,83.33333333333334,100,100,100,98.33333333333331,58.0,16.0,100.0,60.1,100,100,100,0,100,0,2,Desa Khusus Geografis
3510080004,BANYUWANGI,GLENMORE,BUMIHARJO,1,-8.2718746,2,114.075656,3111,14,0,3125,99.552,0.4479999999999999,0.0,100,0,94.776,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,0,0,0,75.0,75,100.0,2,4,50.0,66.66666666666666,100,100,0,79.16666666666666,4.0,30.0,100.0,45.4,100,100,100,0,100,0,2,Desa Khusus Geografis
3510080005,BANYUWANGI,GLENMORE,SEPANJANG,1,-8.3019751,2,114.0514032,5346,0,0,5346,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,0,25,100,70.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,2,5,50.0,83.33333333333334,100,100,100,90.83333333333331,21.0,100.0,100.0,72.35,100,100,100,0,100,0,2,Desa Khusus Geografis
3510080006,BANYUWANGI,GLENMORE,TEGALHARJO,1,-8.2998317,2,114.029029,5116,0,0,5116,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,100,25,100,65.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,3,5,75.0,83.33333333333334,100,100,0,89.58333333333333,4.0,74.0,100.0,58.6,100,100,100,0,0,0,0,Desa Maju
3510080007,BANYUWANGI,GLENMORE,MARGOMULYO,2,-8.2679817,2,114.0603783,1925,0,0,1925,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,0,45.0,100.0,100,100,0,100,0,70,100,0,0,100.0,0,0,0,75.0,25,100.0,0,5,0.0,83.33333333333334,100,100,0,63.333333333333336,0.0,20.0,100.0,41.0,100,100,100,0,100,0,2,Desa Khusus Geografis
3510090001,BANYUWANGI,KALIBARU,KEBONREJO,2,-8.302006,2,113.9624862,3723,0,0,3723,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,2,3,50.0,50.0,100,100,0,77.5,0.0,74.0,100.0,57.2,100,100,100,100,0,0,1,Desa Berkembang
3510090002,BANYUWANGI,KALIBARU,KALIBARU MANIS,2,-8.2765757,2,113.9690877,4127,0,0,4127,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,3,4,75.0,66.66666666666666,100,100,0,82.91666666666666,0.0,89.0,100.0,61.7,100,100,100,100,0,0,0,Desa Maju
3510090003,BANYUWANGI,KALIBARU,BANYUANYAR,2,-8.2699295,2,113.9782578,3137,0,0,3137,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,2,3,50.0,50.0,100,100,100,82.5,0.0,84.0,100.0,60.2,100,100,100,100,0,0,0,Desa Maju
3510090004,BANYUWANGI,KALIBARU,KALIBARU KULON,1,-8.2868058,2,113.9775781,3996,0,0,3996,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,0,0,100,70.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,6,4,100.0,66.66666666666666,100,100,100,91.66666666666669,0.0,100.0,100.0,65.0,100,100,100,100,0,0,0,Desa Maju
3510090005,BANYUWANGI,KALIBARU,KALIBARU WETAN,1,-8.2895113,2,113.9866387,5320,0,0,5320,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,0,25,100,70.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,4,4,100.0,66.66666666666666,100,100,100,96.66666666666669,0.0,100.0,100.0,65.0,100,100,100,100,0,0,0,Desa Maju
3510090006,BANYUWANGI,KALIBARU,KAJARHARJO,1,-8.290995,2,114.0045078,5256,0,0,5256,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,3,4,75.0,66.66666666666666,100,100,100,87.91666666666666,0.0,76.0,100.0,57.8,100,100,100,100,0,0,0,Desa Maju
3510100001,BANYUWANGI,GENTENG,KALIGONDO,1,-8.3085908,2,114.1111652,5333,0,0,5333,100.0,0.0,0.0,100,0,95.0,100,0,100,100,100,100,100,25,100,100.0,60.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,1,6,25.0,100.0,100,100,100,83.75,11.0,86.0,100.0,64.65,100,100,100,100,0,0,0,Desa Maju
3510100002,BANYUWANGI,GENTENG,SETAIL,1,-8.3634335,2,114.1362583,6867,0,0,6867,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,100,25,100,80.0,100.0,100,100,0,0,1,55,100,0,0,100.0,100,0,100,100.0,75,100.0,3,6,75.0,100.0,100,100,100,91.25,82.0,86.0,100.0,89.5,100,100,100,100,0,0,0,Desa Maju
3510100003,BANYUWANGI,GENTENG,GENTENG KULON,1,-8.3617959,2,114.1451109,7573,0,0,7573,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,100,25,100,80.0,100.0,100,100,0,0,1,55,100,0,0,100.0,100,0,100,100.0,100,100.0,7,6,100.0,100.0,100,100,100,100.0,100.0,100.0,100.0,100.0,100,100,100,100,0,0,0,Desa Maju
3510100004,BANYUWANGI,GENTENG,GENTENG WETAN,1,-8.3489655,2,114.1649774,7747,0,0,7747,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,75,100.0,3,6,75.0,100.0,100,100,100,91.25,88.0,76.0,100.0,88.6,100,100,100,100,0,0,0,Desa Maju
3510100005,BANYUWANGI,GENTENG,KEMBIRITAN,1,-8.3677562,2,114.1879294,7344,0,0,7344,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,100,1,75,100,0,0,100.0,100,0,100,100.0,75,100.0,5,6,100.0,100.0,100,100,0,90.0,100.0,60.0,100.0,88.0,100,100,100,100,0,0,0,Desa Maju
3510110001,BANYUWANGI,SRONO,SUMBERSARI,1,-8.3658111,2,114.2229138,3384,0,0,3384,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,3,4,75.0,66.66666666666666,100,100,0,82.91666666666666,85.0,32.0,100.0,74.35,100,100,100,100,0,0,0,Desa Maju
3510110002,BANYUWANGI,SRONO,KEPUNDUNGAN,1,-8.3792476,2,114.2422506,2153,0,0,2153,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,1,4,25.0,66.66666666666666,100,100,0,75.41666666666666,73.0,61.0,100.0,78.85,100,100,100,100,0,0,1,Desa Berkembang
3510110003,BANYUWANGI,SRONO,KEBAMAN,1,-8.3987282,2,114.2573115,5733,0,0,5733,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,0,25,100,70.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,7,5,100.0,83.33333333333334,100,100,100,93.33333333333331,100.0,100.0,100.0,100.0,100,100,100,100,0,0,0,Desa Maju
3510110004,BANYUWANGI,SRONO,SUKONATAR,1,-8.3870608,2,114.2764611,1739,0,0,1739,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,1,5,25.0,83.33333333333334,100,100,0,77.08333333333334,80.0,77.0,100.0,86.1,100,100,100,100,0,0,0,Desa Maju
3510110005,BANYUWANGI,SRONO,BAGOREJO,1,-8.3958456,2,114.30478,5321,0,0,5321,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,100,25,100,80.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,3,6,75.0,100.0,100,100,0,86.25,66.0,100.0,100.0,88.1,100,100,100,100,0,0,0,Desa Maju
3510110006,BANYUWANGI,SRONO,REJOAGUNG,2,-8.3792723,2,114.308536,3073,0,0,3073,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,3,4,75.0,66.66666666666666,100,100,0,82.91666666666666,58.0,68.0,100.0,75.69999999999999,100,100,100,100,0,0,0,Desa Maju
3510110007,BANYUWANGI,SRONO,WONOSOBO,1,-8.3722964,2,114.2848287,4557,0,0,4557,100.0,0.0,0.0,50,0,87.5,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,2,4,50.0,66.66666666666666,100,100,0,84.16666666666667,100.0,58.0,100.0,87.4,100,100,100,100,0,0,0,Desa Maju
3510110008,BANYUWANGI,SRONO,SUKOMAJU,1,-8.3825078,2,114.2658654,3080,0,0,3080,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,2,5,50.0,83.33333333333334,100,100,0,80.83333333333334,66.0,65.0,100.0,77.6,100,100,100,100,0,0,1,Desa Berkembang
3510110009,BANYUWANGI,SRONO,PARIJATAH WETAN,1,-8.3585329,2,114.2445849,2832,0,0,2832,100.0,0.0,0.0,50,0,87.5,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,75,100.0,2,5,50.0,83.33333333333334,100,100,0,80.83333333333334,79.0,27.0,100.0,70.75,100,100,100,100,0,0,0,Desa Maju
3510110010,BANYUWANGI,SRONO,PARIJATAH KULON,1,-8.3482815,2,114.2284195,2594,0,0,2594,100.0,0.0,0.0,50,0,87.5,100,100,100,100,100,0,0,0,100,70.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,1,4,25.0,66.66666666666666,100,100,100,80.41666666666666,100.0,12.0,100.0,73.6,100,100,100,100,0,0,1,Desa Berkembang
3510120001,BANYUWANGI,ROGOJAMPI,ALIYAN,1,-8.340866,2,114.2658795,2022,0,0,2022,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,0,6,0.0,100.0,100,100,0,75.0,54.0,72.0,100.0,75.5,100,100,100,100,0,0,1,Desa Berkembang
3510120002,BANYUWANGI,ROGOJAMPI,MANGIR,1,-8.3399985,2,114.283062,1792,0,0,1792,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,3,5,75.0,83.33333333333334,100,100,0,84.58333333333333,93.0,97.0,100.0,96.65,100,100,100,100,0,0,0,Desa Maju
3510120007,BANYUWANGI,ROGOJAMPI,GLADAG,1,-8.3344947,2,114.2850267,2123,0,0,2123,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,75,100.0,0,5,0.0,83.33333333333334,100,100,0,73.33333333333334,100.0,100.0,100.0,100.0,100,100,100,100,0,0,0,Desa Maju
3510120008,BANYUWANGI,ROGOJAMPI,BUBUK,1,-8.3330048,2,114.2799233,1731,0,0,1731,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,75,100.0,2,5,50.0,83.33333333333334,100,100,0,80.83333333333334,95.0,57.0,100.0,85.35,100,100,100,100,0,0,0,Desa Maju
3510120009,BANYUWANGI,ROGOJAMPI,KEDALEMAN,1,-8.3159168,2,114.2894846,1542,0,0,1542,100.0,0.0,0.0,100,0,95.0,0,0,100,100,0,0,0,75,100,55.0,0.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,75,100.0,0,5,0.0,83.33333333333334,100,100,0,73.33333333333334,74.0,83.0,100.0,85.8,100,100,100,100,0,0,1,Desa Berkembang
3510120010,BANYUWANGI,ROGOJAMPI,LEMAHBANG DEWO,1,-8.3124253,2,114.2805919,925,0,0,925,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,100,75,100,65.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,100,100.0,1,5,25.0,83.33333333333334,100,100,0,82.08333333333334,64.0,80.0,100.0,81.4,100,100,100,100,0,0,0,Desa Maju
3510120011,BANYUWANGI,ROGOJAMPI,ROGOJAMPI,1,-8.3101565,2,114.2932033,4821,0,0,4821,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,100,25,100,65.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,2,3,50.0,50.0,100,100,100,87.5,67.0,100.0,100.0,88.45,100,100,100,100,0,0,0,Desa Maju
3510120016,BANYUWANGI,ROGOJAMPI,KARANG BENDO,1,-8.3037482,2,114.322341,3384,0,0,3384,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,100,0,0,100,90.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,100,100.0,3,4,75.0,66.66666666666666,100,100,0,87.91666666666667,80.0,60.0,100.0,81.0,100,100,100,100,0,0,0,Desa Maju
3510120017,BANYUWANGI,ROGOJAMPI,GITIK,1,-8.2967954,2,114.293489,1023,0,0,1023,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,0,0,100,70.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,100,100.0,0,5,0.0,83.33333333333334,100,100,0,78.33333333333334,45.0,80.0,100.0,74.75,100,100,100,100,0,0,0,Desa Maju
3510120018,BANYUWANGI,ROGOJAMPI,PENGANTIGAN,1,-8.301748,2,114.2774032,2584,0,0,2584,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,1,5,25.0,83.33333333333334,100,100,0,77.08333333333334,50.0,72.0,100.0,74.1,100,100,100,100,0,0,1,Desa Berkembang
3510121001,BANYUWANGI,BLIMBINGSARI,KALIGUNG,1,-8.3603111,2,114.3126577,1455,0,0,1455,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,1,55,100,0,0,100.0,0,0,0,75.0,100,100.0,0,3,0.0,50.0,100,100,100,80.0,44.0,41.0,100.0,62.7,100,100,100,100,0,0,1,Desa Berkembang
3510121002,BANYUWANGI,BLIMBINGSARI,KARANGREJO,1,-8.3701862,2,114.3286047,1514,0,0,1514,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,25,0,45.0,100.0,100,100,0,0,1,55,100,0,0,100.0,0,50,100,100.0,100,100.0,1,5,25.0,83.33333333333334,100,100,100,87.08333333333334,30.0,35.0,100.0,56.0,100,100,100,100,0,0,0,Desa Maju
3510121003,BANYUWANGI,BLIMBINGSARI,BOMO,1,-8.3536366,2,114.3435431,2428,0,0,2428,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,25,100,55.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,100,100.0,2,6,50.0,100.0,100,100,100,92.5,16.0,0.0,100.0,40.6,100,100,100,100,0,1,1,Desa Berkembang
3510121004,BANYUWANGI,BLIMBINGSARI,GINTANGAN,1,-8.3406043,2,114.310612,3216,0,0,3216,100.0,0.0,0.0,0,0,80.0,100,100,100,100,100,100,0,0,100,90.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,100,100.0,2,2,50.0,33.33333333333333,100,100,100,85.83333333333334,68.0,31.0,100.0,68.1,100,100,100,100,0,0,1,Desa Berkembang
3510121005,BANYUWANGI,BLIMBINGSARI,KAOTAN,1,-8.3200098,2,114.3050995,1106,0,0,1106,100.0,0.0,0.0,100,0,95.0,0,0,100,100,0,0,0,0,100,55.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,100,100.0,1,5,25.0,83.33333333333334,100,100,100,87.08333333333334,48.0,28.0,100.0,60.2,100,100,100,100,0,0,1,Desa Berkembang
3510121006,BANYUWANGI,BLIMBINGSARI,WATU KEBO,1,-8.3244202,2,114.3195157,4293,0,0,4293,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,25,100,55.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,100,100.0,5,7,100.0,100.0,100,100,100,100.0,53.0,60.0,100.0,71.55,100,100,100,100,0,1,0,Desa Maju
3510121007,BANYUWANGI,BLIMBINGSARI,PATOMAN,1,-8.3263902,2,114.3499555,1961,0,0,1961,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,25,100,55.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,2,5,50.0,83.33333333333334,100,100,0,80.83333333333334,23.0,7.0,100.0,45.15,100,100,100,100,0,1,1,Desa Berkembang
3510121008,BANYUWANGI,BLIMBINGSARI,BLIMBING SARI,1,-8.314912,2,114.3473688,1978,0,0,1978,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,100,25,100,65.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,75,100.0,1,5,25.0,83.33333333333334,100,100,100,82.08333333333334,40.0,32.0,100.0,58.6,100,100,100,100,0,1,0,Desa Maju
3510121009,BANYUWANGI,BLIMBINGSARI,BADEAN,2,-8.3062222,2,114.3383285,3451,0,0,3451,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,0,0,45.0,0.0,100,100,0,0,3,60,100,0,0,100.0,0,0,0,75.0,75,100.0,2,3,50.0,50.0,100,100,0,77.5,100.0,40.0,100.0,82.0,100,100,100,100,0,1,1,Desa Berkembang
3510121010,BANYUWANGI,BLIMBINGSARI,SUKOJATI,1,-8.2833083,2,114.3520384,1386,0,0,1386,100.0,0.0,0.0,100,0,95.0,0,0,100,100,100,100,100,100,100,100.0,0.0,100,100,0,100,2,80,100,0,0,100.0,0,0,0,75.0,100,100.0,1,5,25.0,83.33333333333334,100,100,0,82.08333333333334,66.0,40.0,100.0,70.1,100,100,100,100,0,1,0,Desa Maju
