IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,jumlah_bts,jumlah_operator,sinyal_telepon,sinyal_internet,ada_bts,ada_operator,ada_sinyal_telepon,ada_internet,skor_bts,skor_operator,skor_infrastruktur_telkom,ada_warnet,komputer_desa,internet_kantordesa,sid,ada_komputer,ada_internet_desa,ada_sid,skor_digitalisasi_pemdes,skor_digital_readiness,kategori_digital,cluster,label
3504190003,TULUNGAGUNG,SENDANG,TALANG,2,-7.9936168,2,111.8719114,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,100,100,100,100.0,100,100,100,100.0,83.57142857142857,Tinggi,0,Digital Lengkap
3504190004,TULUNGAGUNG,SENDANG,DONO,1,-7.9846968,2,111.8773352,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,100,100,100,50.0,100,100,100,85.0,77.42857142857143,Tinggi,0,Digital Lengkap
3504190005,TULUNGAGUNG,SENDANG,KROSOK,2,-7.9674276,2,111.8491759,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3504190006,TULUNGAGUNG,SENDANG,TUGU,2,-7.970095,2,111.8559283,3,3,75,100.0,100,100,100,100,75.0,42.857142857142854,74.82142857142857,100,100,100,50.0,100,100,100,85.0,82.42857142857143,Tinggi,0,Digital Lengkap
3504190007,TULUNGAGUNG,SENDANG,PICISAN,2,-7.9515312,2,111.8784422,0,3,25,60.0,0,100,100,100,0.0,42.857142857142854,31.07142857142857,100,100,100,100.0,100,100,100,100.0,72.42857142857143,Sedang,1,Infrastruktur Lemah
3504190008,TULUNGAGUNG,SENDANG,NYAWANGAN,2,-7.927639,2,111.8482814,0,3,25,60.0,0,100,100,100,0.0,42.857142857142854,31.07142857142857,100,100,100,50.0,100,100,100,85.0,64.92857142857143,Sedang,1,Infrastruktur Lemah
3504190009,TULUNGAGUNG,SENDANG,SENDANG,1,-7.944565,2,111.8336427,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,100,100,100,100.0,100,100,100,100.0,82.42857142857143,Tinggi,0,Digital Lengkap
3504190010,TULUNGAGUNG,SENDANG,NGLURUP,2,-7.9438849,2,111.8264316,0,4,100,100.0,0,100,100,100,0.0,57.14285714285714,66.42857142857143,0,100,100,100.0,100,100,100,100.0,76.57142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3504190011,TULUNGAGUNG,SENDANG,GEGER,1,-7.9352575,2,111.8055735,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,0,100,100,100.0,100,100,100,100.0,72.42857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505010001,BLITAR,BAKUNG,PLANDIREJO,1,-8.2689209,2,112.0319305,1,2,100,100.0,100,100,100,100,25.0,28.57142857142857,66.96428571428572,100,100,100,100.0,100,100,100,100.0,86.78571428571429,Tinggi,0,Digital Lengkap
3505010002,BLITAR,BAKUNG,TUMPAKOYOT,2,-8.2703891,2,112.040448,1,3,100,100.0,100,100,100,100,25.0,42.857142857142854,69.82142857142857,100,100,100,100.0,100,100,100,100.0,87.92857142857143,Tinggi,0,Digital Lengkap
3505010003,BLITAR,BAKUNG,BULULAWANG,2,-8.2833875,2,112.0765819,1,4,75,100.0,100,100,100,100,25.0,57.14285714285714,65.17857142857143,100,100,100,100.0,100,100,100,100.0,86.07142857142857,Tinggi,0,Digital Lengkap
3505010004,BLITAR,BAKUNG,SIDOMULYO,2,-8.2843204,2,112.0912992,1,4,100,100.0,100,100,100,100,25.0,57.14285714285714,72.67857142857143,100,100,100,100.0,100,100,100,100.0,89.07142857142857,Tinggi,0,Digital Lengkap
3505010005,BLITAR,BAKUNG,TUMPAKKEPUH,2,-8.29162,2,112.1091878,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,100,100,100,100.0,100,100,100,100.0,82.42857142857143,Tinggi,0,Digital Lengkap
3505010006,BLITAR,BAKUNG,LOREJO,1,-8.2333546,2,112.1205408,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,100.0,100,100,100,100.0,73.57142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505010007,BLITAR,BAKUNG,KEDUNGBANTENG,1,-8.2370176,2,112.093882,1,4,75,100.0,100,100,100,100,25.0,57.14285714285714,65.17857142857143,100,100,100,50.0,100,100,100,85.0,78.57142857142857,Tinggi,0,Digital Lengkap
3505010008,BLITAR,BAKUNG,BAKUNG,2,-8.2574043,2,112.0736324,1,2,75,100.0,100,100,100,100,25.0,28.57142857142857,59.464285714285715,100,100,100,100.0,100,100,100,100.0,83.78571428571429,Tinggi,0,Digital Lengkap
3505010009,BLITAR,BAKUNG,SUMBERDADI,2,-8.2632212,2,112.0642166,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,100,100,100,100.0,100,100,100,100.0,82.42857142857143,Tinggi,0,Digital Lengkap
3505010010,BLITAR,BAKUNG,PULEREJO,2,-8.2389775,2,112.028541,0,2,25,100.0,0,100,100,100,0.0,28.57142857142857,38.214285714285715,100,100,100,100.0,100,100,100,100.0,75.28571428571428,Tinggi,0,Digital Lengkap
3505010011,BLITAR,BAKUNG,NGREJO,2,-8.2379389,2,112.0816706,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3505020001,BLITAR,WONOTIRTO,TAMBAKREJO,2,-8.311337,2,112.1428194,0,2,75,100.0,0,100,100,100,0.0,28.57142857142857,53.214285714285715,100,100,100,100.0,100,100,100,100.0,81.28571428571429,Tinggi,0,Digital Lengkap
3505020002,BLITAR,WONOTIRTO,KALIGRENJENG,2,-8.2743274,2,112.1293762,2,4,100,100.0,100,100,100,100,50.0,57.14285714285714,78.92857142857143,100,100,100,100.0,100,100,100,100.0,91.57142857142857,Tinggi,0,Digital Lengkap
3505020003,BLITAR,WONOTIRTO,PASIRAMAN,2,-8.2456173,2,112.1259693,3,3,75,100.0,100,100,100,100,75.0,42.857142857142854,74.82142857142857,100,100,100,100.0,100,100,100,100.0,89.92857142857143,Tinggi,0,Digital Lengkap
3505020004,BLITAR,WONOTIRTO,SUMBERBOTO,2,-8.2278583,2,112.1475417,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,0,100,100,0.0,100,100,0,70.0,57.42857142857143,Sedang,4,"Infrastruktur Maju, SID minim"
3505020005,BLITAR,WONOTIRTO,GUNUNG GEDE,2,-8.2523686,2,112.1667392,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,0,100,100,100.0,100,100,100,100.0,72.42857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505020006,BLITAR,WONOTIRTO,NGADIPURO,2,-8.2695173,2,112.2311092,0,2,25,60.0,0,100,100,100,0.0,28.57142857142857,28.214285714285715,0,100,100,100.0,100,100,100,100.0,61.285714285714285,Sedang,1,Infrastruktur Lemah
3505020007,BLITAR,WONOTIRTO,NGENI,2,-8.2537704,2,112.2106753,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,0,100,100,100.0,100,100,100,100.0,74.92857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505020008,BLITAR,WONOTIRTO,WONOTIRTO,2,-8.2285283,2,112.165158,4,3,75,100.0,100,100,100,100,100.0,42.857142857142854,81.07142857142857,0,100,100,100.0,100,100,100,100.0,82.42857142857143,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505030001,BLITAR,PANGGUNGREJO,SERANG,2,-8.3005568,2,112.2415365,2,2,100,100.0,100,100,100,100,50.0,28.57142857142857,73.21428571428572,0,100,100,100.0,100,100,100,100.0,79.28571428571429,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505030002,BLITAR,PANGGUNGREJO,SUMBERSIH,2,-8.3163855,2,112.2565647,1,1,75,100.0,100,100,100,100,25.0,14.285714285714285,56.60714285714286,0,100,100,0.0,100,100,0,70.0,57.642857142857146,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505030003,BLITAR,PANGGUNGREJO,KALI GAMBIR,2,-8.2797006,2,112.2761792,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,100.0,100,100,100,100.0,73.57142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505030004,BLITAR,PANGGUNGREJO,BALE REJO,2,-8.2562833,2,112.2997367,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,0,100,100,0.0,100,100,0,70.0,62.21428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3505030005,BLITAR,PANGGUNGREJO,SUMBER AGUNG,2,-8.2391176,2,112.2876067,0,4,100,100.0,0,100,100,100,0.0,57.14285714285714,66.42857142857143,0,100,100,100.0,100,100,100,100.0,76.57142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505030006,BLITAR,PANGGUNGREJO,PANGGUNG REJO,1,-8.2380698,2,112.282583,3,5,75,100.0,100,100,100,100,75.0,71.42857142857143,80.53571428571428,100,100,100,100.0,100,100,100,100.0,92.21428571428572,Tinggi,0,Digital Lengkap
3505030007,BLITAR,PANGGUNGREJO,KALITENGAH,2,-8.232351,2,112.2424057,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,0,100,100,100.0,100,100,100,100.0,74.92857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505030008,BLITAR,PANGGUNGREJO,MARGO MULYO,2,-8.1962423,2,112.266142,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,0,100,100,100.0,100,100,100,100.0,77.21428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505030009,BLITAR,PANGGUNGREJO,BUMIAYU,2,-8.1948762,2,112.2841661,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,0,100,100,100.0,100,100,100,100.0,74.92857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505030010,BLITAR,PANGGUNGREJO,PANGGUNG ASRI,2,-8.2105051,2,112.2970307,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,0,100,100,100.0,100,100,100,100.0,74.92857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505040001,BLITAR,WATES,RINGIN REJO,2,-8.304157497,2,112.3339094,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,50.0,100,100,100,85.0,66.07142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505040002,BLITAR,WATES,SUKOREJO,2,-8.284584664,2,112.3579767,0,3,25,100.0,0,100,100,100,0.0,42.857142857142854,41.07142857142857,0,100,100,50.0,100,100,100,85.0,58.92857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505040003,BLITAR,WATES,TUGU REJO,2,-8.2872786,2,112.3823571,1,4,75,100.0,100,100,100,100,25.0,57.14285714285714,65.17857142857143,0,100,100,100.0,100,100,100,100.0,76.07142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505040004,BLITAR,WATES,WATES,1,-7.860128758,2,110.1521074,4,4,100,100.0,100,100,100,100,100.0,57.14285714285714,91.42857142857143,0,100,100,100.0,100,100,100,100.0,86.57142857142858,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505040005,BLITAR,WATES,TULUNGREJO,2,-8.284024645,2,112.3225121,1,4,75,100.0,100,100,100,100,25.0,57.14285714285714,65.17857142857143,0,100,100,100.0,100,100,100,100.0,76.07142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505040006,BLITAR,WATES,PURWOREJO,2,-8.2673636,2,112.3231228,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,100,100,100,100.0,100,100,100,100.0,82.42857142857143,Tinggi,0,Digital Lengkap
3505040007,BLITAR,WATES,SUMBERARUM,2,-8.2483801,2,112.3386668,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,100,100,100,100.0,100,100,100,100.0,87.71428571428571,Tinggi,0,Digital Lengkap
3505040008,BLITAR,WATES,MOJOREJO,2,-8.2609867,2,112.3566442,0,5,75,60.0,0,100,100,100,0.0,71.42857142857143,51.785714285714285,100,100,100,100.0,100,100,100,100.0,80.71428571428572,Tinggi,1,Infrastruktur Lemah
3505050001,BLITAR,BINANGUN,SALAMREJO,2,-8.2255876,2,112.3102,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,100.0,100,100,100,100.0,73.57142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505050002,BLITAR,BINANGUN,SUMBER KEMBAR,2,-8.2355345,2,112.3208482,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,0,100,100,100.0,100,100,100,100.0,77.71428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050003,BLITAR,BINANGUN,BINANGUN,1,-8.2342747,2,112.3352478,5,5,75,100.0,100,100,100,100,100.0,71.42857142857143,86.78571428571428,0,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050004,BLITAR,BINANGUN,BIROWO,1,-8.2256461,2,112.3657288,1,4,100,100.0,100,100,100,100,25.0,57.14285714285714,72.67857142857143,0,100,100,100.0,100,100,100,100.0,79.07142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050005,BLITAR,BINANGUN,SUKORAME,1,-8.2206298,2,112.3806178,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,100.0,100,100,100,100.0,73.57142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505050006,BLITAR,BINANGUN,NGADRI,1,-8.1786912,2,112.3598873,2,6,100,100.0,100,100,100,100,50.0,85.71428571428571,84.64285714285714,0,100,100,100.0,100,100,100,100.0,83.85714285714286,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050007,BLITAR,BINANGUN,SAMBIGEDE,2,-8.2058202,2,112.3436761,1,4,75,100.0,100,100,100,100,25.0,57.14285714285714,65.17857142857143,0,100,100,100.0,100,100,100,100.0,76.07142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050008,BLITAR,BINANGUN,REJOSO,2,-8.1961805,2,112.3350458,2,4,75,100.0,100,100,100,100,50.0,57.14285714285714,71.42857142857143,0,100,100,100.0,100,100,100,100.0,78.57142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050009,BLITAR,BINANGUN,UMBUL DAMAR,1,-8.1765334,2,112.3535059,0,4,100,100.0,0,100,100,100,0.0,57.14285714285714,66.42857142857143,0,100,100,100.0,100,100,100,100.0,76.57142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050010,BLITAR,BINANGUN,TAWANG REJO,1,-8.174803,2,112.3438389,0,6,75,100.0,0,100,100,100,0.0,85.71428571428571,64.64285714285714,0,100,100,100.0,100,100,100,100.0,75.85714285714286,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505050011,BLITAR,BINANGUN,NGEMBUL,2,-8.1752854,2,112.3348386,1,4,75,100.0,100,100,100,100,25.0,57.14285714285714,65.17857142857143,100,100,100,100.0,100,100,100,100.0,86.07142857142857,Tinggi,0,Digital Lengkap
3505050012,BLITAR,BINANGUN,KEDUNGWUNGU,2,-8.1705983,2,112.3036083,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,100,100,100,100.0,100,100,100,100.0,84.92857142857143,Tinggi,0,Digital Lengkap
3505060001,BLITAR,SUTOJAYAN,PANDANARUM,2,-8.1817314,2,112.1933197,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,100,100,100,0.0,100,100,0,70.0,74.71428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3505060002,BLITAR,SUTOJAYAN,KEDUNG BUNDER,1,-8.1770064,2,112.2170005,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,0.0,100,100,0,70.0,72.21428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3505060003,BLITAR,SUTOJAYAN,SUTOJAYAN,1,-8.1769971,2,112.2170776,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,100,100,100,0.0,100,100,0,70.0,74.71428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3505060004,BLITAR,SUTOJAYAN,BACEM,1,-8.1938686,2,112.2348684,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3505060005,BLITAR,SUTOJAYAN,SUMBERJO,2,-8.1817473,2,112.2452493,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,50.0,100,100,100,85.0,66.07142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505060006,BLITAR,SUTOJAYAN,SUKOREJO,1,-8.1726896,2,112.2337909,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,0,100,100,0.0,100,100,0,70.0,62.71428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3505060007,BLITAR,SUTOJAYAN,KALIPANG,1,-8.1608351,2,112.2180989,4,5,100,100.0,100,100,100,100,100.0,71.42857142857143,94.28571428571428,100,100,100,0.0,100,100,0,70.0,82.71428571428572,Tinggi,4,"Infrastruktur Maju, SID minim"
3505060008,BLITAR,SUTOJAYAN,KEMBANGARUM,1,-8.158785,2,112.2132419,0,4,100,100.0,0,100,100,100,0.0,57.14285714285714,66.42857142857143,0,100,100,0.0,100,100,0,70.0,61.57142857142857,Sedang,4,"Infrastruktur Maju, SID minim"
3505060009,BLITAR,SUTOJAYAN,JINGGLONG,1,-8.1646922,2,112.2299657,3,5,100,100.0,100,100,100,100,75.0,71.42857142857143,88.03571428571428,0,100,100,0.0,100,100,0,70.0,70.21428571428572,Sedang,4,"Infrastruktur Maju, SID minim"
3505060010,BLITAR,SUTOJAYAN,KAULON,2,-8.1611164,2,112.2815519,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,100.0,100,100,100,100.0,73.57142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505060011,BLITAR,SUTOJAYAN,JEGU,1,-8.1489084,2,112.2375363,0,4,100,100.0,0,100,100,100,0.0,57.14285714285714,66.42857142857143,0,100,100,0.0,100,100,0,70.0,61.57142857142857,Sedang,4,"Infrastruktur Maju, SID minim"
3505070001,BLITAR,KADEMANGAN,PANGGUNGDUWET,2,-8.2043034,2,112.0327035,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,0,100,100,100.0,100,100,100,100.0,74.92857142857143,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505070002,BLITAR,KADEMANGAN,PAKISAJI,2,-8.2144081,2,112.0570773,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,100,100,100,50.0,100,100,100,85.0,74.92857142857143,Sedang,0,Digital Lengkap
3505070003,BLITAR,KADEMANGAN,MARON,2,-8.1975491,2,112.0551621,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,0,100,100,100.0,100,100,100,100.0,77.21428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505070004,BLITAR,KADEMANGAN,KEBONSARI,2,-8.2023696,2,112.072427,0,2,75,100.0,0,100,100,100,0.0,28.57142857142857,53.214285714285715,0,100,100,0.0,100,100,0,70.0,56.28571428571429,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505070005,BLITAR,KADEMANGAN,BENDOSARI,2,-8.2151681,2,112.1080423,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,0.0,100,100,0,70.0,59.714285714285715,Sedang,4,"Infrastruktur Maju, SID minim"
3505070006,BLITAR,KADEMANGAN,SURUHWADANG,1,-8.1973099,2,112.1022951,3,7,75,100.0,100,100,100,100,75.0,100.0,86.25,100,100,100,0.0,100,100,0,70.0,79.5,Tinggi,4,"Infrastruktur Maju, SID minim"
3505070007,BLITAR,KADEMANGAN,SUMBERJO,2,-8.1792908,2,112.1065675,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,100.0,100,100,100,100.0,74.71428571428572,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505070008,BLITAR,KADEMANGAN,DAWUHAN,2,-8.1649564,2,112.1339671,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3505070009,BLITAR,KADEMANGAN,SUMBERJATI,1,-8.1616648,2,112.142222,1,6,100,100.0,100,100,100,100,25.0,85.71428571428571,78.39285714285714,100,100,100,100.0,100,100,100,100.0,91.35714285714286,Tinggi,0,Digital Lengkap
3505070010,BLITAR,KADEMANGAN,PLUMPUNGREJO,1,-8.1527166,2,112.1323848,0,6,100,100.0,0,100,100,100,0.0,85.71428571428571,72.14285714285714,100,100,100,100.0,100,100,100,100.0,88.85714285714286,Tinggi,0,Digital Lengkap
3505070011,BLITAR,KADEMANGAN,JIMBE,1,-8.1321454,2,112.1262965,3,6,100,100.0,100,100,100,100,75.0,85.71428571428571,90.89285714285714,100,100,100,100.0,100,100,100,100.0,96.35714285714286,Tinggi,0,Digital Lengkap
3505070012,BLITAR,KADEMANGAN,KADEMANGAN,1,-8.1464747,2,112.1442551,2,6,100,100.0,100,100,100,100,50.0,85.71428571428571,84.64285714285714,100,100,100,0.0,100,100,0,70.0,78.85714285714286,Tinggi,4,"Infrastruktur Maju, SID minim"
3505070013,BLITAR,KADEMANGAN,REJOWINANGUN,1,-8.1504148,2,112.1546061,1,6,100,100.0,100,100,100,100,25.0,85.71428571428571,78.39285714285714,100,100,100,100.0,100,100,100,100.0,91.35714285714286,Tinggi,0,Digital Lengkap
3505070014,BLITAR,KADEMANGAN,PLOSOREJO,1,-8.155624,2,112.1683003,2,6,100,100.0,100,100,100,100,50.0,85.71428571428571,84.64285714285714,100,100,100,100.0,100,100,100,100.0,93.85714285714286,Tinggi,0,Digital Lengkap
3505070015,BLITAR,KADEMANGAN,DARUNGAN,2,-8.1594916,2,112.1760434,1,6,100,100.0,100,100,100,100,25.0,85.71428571428571,78.39285714285714,100,100,100,100.0,100,100,100,100.0,91.35714285714286,Tinggi,0,Digital Lengkap
3505080001,BLITAR,KANIGORO,MINGGIRSARI,1,-8.14187,2,112.1704417,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3505080002,BLITAR,KANIGORO,GOGODESO,1,-8.1407344,2,112.1941927,1,1,75,100.0,100,100,100,100,25.0,14.285714285714285,56.60714285714286,100,100,100,100.0,100,100,100,100.0,82.64285714285714,Tinggi,0,Digital Lengkap
3505080003,BLITAR,KANIGORO,KARANGSONO,1,-8.1402388,2,112.2049674,2,4,75,100.0,100,100,100,100,50.0,57.14285714285714,71.42857142857143,100,100,100,0.0,100,100,0,70.0,73.57142857142857,Sedang,4,"Infrastruktur Maju, SID minim"
3505080004,BLITAR,KANIGORO,SATREYAN,1,-8.1364683,2,112.221025,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,0.0,100,100,0,70.0,75.21428571428571,Tinggi,4,"Infrastruktur Maju, SID minim"
3505080005,BLITAR,KANIGORO,KANIGORO,1,-8.1289848,2,112.2153764,3,5,100,100.0,100,100,100,100,75.0,71.42857142857143,88.03571428571428,100,100,100,0.0,100,100,0,70.0,80.21428571428572,Tinggi,4,"Infrastruktur Maju, SID minim"
3505080006,BLITAR,KANIGORO,TLOGO,1,-8.122473,2,112.1993134,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3505080007,BLITAR,KANIGORO,GAPRANG,1,-8.1166453,2,112.1876694,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3505080008,BLITAR,KANIGORO,JATINOM,1,-8.1290846,2,112.1723846,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,50.0,100,100,100,85.0,82.71428571428571,Tinggi,4,"Infrastruktur Maju, SID minim"
3505080009,BLITAR,KANIGORO,KUNINGAN,1,-8.1152084,2,112.1828003,3,5,100,100.0,100,100,100,100,75.0,71.42857142857143,88.03571428571428,100,100,100,100.0,100,100,100,100.0,95.21428571428572,Tinggi,0,Digital Lengkap
3505080010,BLITAR,KANIGORO,PAPUNGAN,1,-8.1032692,2,112.1960743,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,50.0,100,100,100,85.0,82.71428571428571,Tinggi,4,"Infrastruktur Maju, SID minim"
3505080011,BLITAR,KANIGORO,BANGGLE,1,-8.1114356,2,112.2142113,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3505080012,BLITAR,KANIGORO,SAWENTAR,1,-8.1169919,2,112.2329514,3,5,100,60.0,100,100,100,100,75.0,71.42857142857143,78.03571428571428,100,100,100,100.0,100,100,100,100.0,91.21428571428571,Tinggi,1,Infrastruktur Lemah
3505090001,BLITAR,TALUN,TUMPANG,1,-8.1241235,2,112.2527581,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3505090002,BLITAR,TALUN,JABUNG,1,-8.1327797,2,112.2599105,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,0,100,100,100.0,100,100,100,100.0,77.21428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3505090003,BLITAR,TALUN,JEBLOG,1,-8.120287,2,112.2624454,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,100.0,100,100,100,100.0,74.71428571428572,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3505090004,BLITAR,TALUN,BENDOSEWU,1,-8.1202197,2,112.272357,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3505090005,BLITAR,TALUN,DUREN,1,-8.1224965,2,112.2826038,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3505090006,BLITAR,TALUN,SRAGI,2,-8.1056367,2,112.2940613,1,3,75,100.0,100,100,100,100,25.0,42.857142857142854,62.32142857142857,100,100,100,50.0,100,100,100,85.0,77.42857142857143,Tinggi,0,Digital Lengkap
3505090007,BLITAR,TALUN,WONOREJO,1,-8.1039604,2,112.2901095,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
