IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,total_kk,total_penduduk,skor_akses_dasar,skor_konektivitas,skor_pengelolaan_lingkungan,skor_kesejahteraan,skor_kelembagaan_ekonomi,skor_produktivitas_ekonomi,skor_akses_kesehatan,skor_kualitas_kesehatan,skor_program_kesehatan,skor_pendidikan_dasar,skor_pendidikan_lanjut,skor_literasi_masyarakat,skor_kualitas_lingkungan,skor_ketahanan_bencana,skor_digital_readiness,sektor_pertanian,sektor_industri,sektor_jasa,ada_pades,ada_bumdes,ada_sid,kelengkapan_pendidikan,ada_vokasi,ada_mitigasi_bencana,ada_literasi_digital,cluster,label
3503020009,TRENGGALEK,MUNJUNGAN,BANGUN,2,-8.2918417,2,111.6305829,1726,6904,70.0,100.0,40.0,83.9950740242148,50.83333333333333,39.54545454545455,6.517960602549247,100.0,100.0,100.0,0.0,0.0,100.0,75.0,93.75,1,0,0,1,1,1,2,0,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503020010,TRENGGALEK,MUNJUNGAN,KARANGTURI,2,-8.2763772,2,111.581911,2301,9204,100.0,100.0,81.25,90.54891413848193,43.33333333333333,60.45454545454545,3.8026944806605822,100.0,100.0,100.0,0.0,40.0,100.0,37.5,75.0,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503020011,TRENGGALEK,MUNJUNGAN,BESUKI,2,-8.2624943,2,111.5944065,2216,8864,100.0,100.0,15.0,85.94267399173441,58.33333333333333,35.90909090909091,4.512635379061372,100.0,100.0,100.0,0.0,0.0,50.0,62.5,81.25,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503030001,TRENGGALEK,WATULIMO,KARANGGANDU,2,-8.324530243,2,111.6851809,2988,11952,70.0,100.0,15.0,91.14826254992141,50.83333333333333,40.45454545454545,7.111780455153948,100.0,100.0,100.0,0.0,35.0,100.0,100.0,75.0,0,1,0,1,1,1,2,0,1,1,0,Desa Industri Moderen dengan Infrastruktur Kuat tapi Minim Pendidikan Lanjut
3503030002,TRENGGALEK,WATULIMO,PRIGI,1,-8.272178245,2,111.7182752,3049,12196,100.0,100.0,50.0,80.33747215418425,58.33333333333333,52.27272727272727,8.19940964250574,100.0,100.0,100.0,60.0,40.0,50.0,100.0,75.0,1,0,0,1,1,1,4,1,1,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503030003,TRENGGALEK,WATULIMO,TASIKMADU,1,-8.282174,2,111.7259606,4525,18100,70.0,100.0,50.0,45.18612933896973,64.16666666666666,65.0,5.524861878453039,100.0,100.0,100.0,0.0,0.0,100.0,87.5,75.0,1,0,0,1,1,1,2,0,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503030004,TRENGGALEK,WATULIMO,WATULIMO,1,-8.230954378,2,111.7207726,2381,9524,100.0,100.0,15.0,78.2769961073922,86.66666666666666,65.0,19.949601007979844,100.0,100.0,100.0,80.0,0.0,83.33500000000001,75.0,68.75,1,0,0,1,1,1,4,0,1,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503030005,TRENGGALEK,WATULIMO,MARGOMULYO,1,-8.2689442,2,111.7104301,2586,10344,70.0,100.0,41.25,80.45361116205385,58.33333333333333,7.2727272727272725,5.80046403712297,100.0,100.0,100.0,60.0,0.0,83.33500000000001,100.0,75.0,0,1,0,1,1,1,4,1,1,1,0,Desa Industri Moderen dengan Infrastruktur Kuat tapi Minim Pendidikan Lanjut
3503030006,TRENGGALEK,WATULIMO,SAWAHAN,2,-8.271339555,2,111.6725515,2184,8736,100.0,100.0,56.25,83.04551826869564,50.83333333333333,35.0,9.72985347985348,100.0,100.0,100.0,0.0,0.0,100.0,100.0,68.75,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503030007,TRENGGALEK,WATULIMO,DUKUH,2,-8.241858079,2,111.6788399,1750,7000,100.0,100.0,33.75,88.58075287583006,43.33333333333333,57.95454545454545,8.571428571428573,100.0,100.0,100.0,0.0,0.0,100.0,75.0,75.0,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503030008,TRENGGALEK,WATULIMO,SLAWE,1,-8.245489936,2,111.6985108,1053,4212,100.0,100.0,15.0,77.11493823922703,92.5,42.27272727272727,46.36752136752137,100.0,100.0,100.0,80.0,0.0,100.0,75.0,68.75,0,1,0,1,1,1,4,0,1,1,0,Desa Industri Moderen dengan Infrastruktur Kuat tapi Minim Pendidikan Lanjut
3503030009,TRENGGALEK,WATULIMO,GEMAHARJO,1,-8.238785169,2,111.7035969,2315,9260,70.0,100.0,56.25,93.9066398270215,43.33333333333333,55.0,8.099352051835854,100.0,100.0,100.0,80.0,40.0,50.0,100.0,68.75,0,1,0,1,1,1,4,0,1,1,0,Desa Industri Moderen dengan Infrastruktur Kuat tapi Minim Pendidikan Lanjut
3503030010,TRENGGALEK,WATULIMO,PAKEL,2,-8.215395016,2,111.6863539,1238,4952,100.0,75.0,15.0,91.92904585327246,43.33333333333333,41.36363636363636,14.135702746365105,100.0,100.0,100.0,0.0,0.0,100.0,100.0,81.25,0,1,0,1,1,1,2,0,1,1,0,Desa Industri Moderen dengan Infrastruktur Kuat tapi Minim Pendidikan Lanjut
3503030011,TRENGGALEK,WATULIMO,NGEMBEL,2,-8.197306552,2,111.6957569,953,3812,100.0,75.0,15.0,72.2465986350107,71.66666666666666,43.18181818181818,10.493179433368311,100.0,100.0,100.0,0.0,0.0,100.0,75.0,81.25,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503030012,TRENGGALEK,WATULIMO,WATUAGUNG,2,-8.184719121,2,111.7141402,2176,8704,100.0,100.0,15.0,80.0119958020652,50.83333333333333,48.63636363636363,13.786764705882353,100.0,100.0,100.0,40.0,35.0,100.0,75.0,68.75,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503040001,TRENGGALEK,KAMPAK,NGADIMULYO,1,-8.2028518,2,111.637898,2457,9828,100.0,100.0,0.0,97.60783326542443,50.83333333333333,15.454545454545453,5.596255596255596,100.0,100.0,100.0,40.0,40.0,100.0,100.0,81.25,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503040002,TRENGGALEK,KAMPAK,KARANGREJO,1,-8.1952996,2,111.6599961,2828,11312,70.0,75.0,21.25,85.86726841068077,43.33333333333333,65.0,8.398161244695897,100.0,60.0,100.0,40.0,0.0,50.0,75.0,75.0,1,0,0,1,1,1,3,0,0,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503040003,TRENGGALEK,KAMPAK,SENDEN,1,-8.1862885,2,111.6727719,1578,6312,70.0,75.0,81.25,88.0810065057497,77.5,55.0,5.544993662864385,100.0,100.0,100.0,0.0,0.0,100.0,75.0,75.0,1,0,0,1,1,1,2,0,0,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503040004,TRENGGALEK,KAMPAK,SUGIHAN,2,-8.1637355,2,111.6778625,1452,5808,70.0,100.0,51.25,72.87905677141212,85.0,62.272727272727266,9.46969696969697,100.0,100.0,100.0,40.0,40.0,100.0,75.0,68.75,1,0,0,1,1,1,3,0,0,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503040005,TRENGGALEK,KAMPAK,BENDOAGUNG,1,-8.1784635,2,111.6658924,2350,9400,70.0,100.0,81.25,63.734243332188676,73.33333333333333,65.0,13.829787234042552,100.0,100.0,100.0,80.0,40.0,100.0,75.0,75.0,0,0,1,1,1,1,4,0,0,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503040006,TRENGGALEK,KAMPAK,BOGORAN,1,-8.1815113,2,111.6613537,1830,7320,70.0,75.0,6.25,93.57644407994297,28.333333333333332,38.63636363636363,6.830601092896176,100.0,100.0,100.0,0.0,0.0,100.0,62.5,75.0,1,0,0,0,1,1,2,0,0,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503040007,TRENGGALEK,KAMPAK,TIMAHAN,2,-8.1494641,2,111.6542725,1750,7000,100.0,75.0,25.0,93.28279580931179,43.33333333333333,53.18181818181819,4.2857142857142865,100.0,100.0,100.0,40.0,35.0,100.0,75.0,81.25,1,0,0,1,1,1,3,0,0,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503050001,TRENGGALEK,DONGKO,WATUAGUNG,2,-8.2481617,2,111.5215733,1222,4888,100.0,100.0,0.0,74.02717692225715,77.5,4.545454545454546,6.137479541734862,100.0,100.0,100.0,40.0,0.0,83.33500000000001,50.0,81.25,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503050002,TRENGGALEK,DONGKO,PANDEAN,2,-8.2394765,2,111.5352158,2850,11400,100.0,100.0,0.0,77.10847519225993,50.83333333333333,18.181818181818183,3.508771929824561,100.0,100.0,100.0,40.0,40.0,100.0,75.0,81.25,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503050003,TRENGGALEK,DONGKO,SALAMWATES,2,-8.2238126,2,111.566382,2805,11220,100.0,100.0,0.0,82.8178466780079,50.83333333333333,0.0,3.119429590017825,100.0,100.0,100.0,40.0,75.0,83.33500000000001,62.5,68.75,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503050004,TRENGGALEK,DONGKO,NGERDANI,2,-8.1998579,2,111.6087614,1756,7024,100.0,100.0,0.0,90.29333392148558,50.83333333333333,9.090909090909092,4.982915717539863,100.0,100.0,100.0,40.0,0.0,83.33500000000001,75.0,93.75,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503050005,TRENGGALEK,DONGKO,PETUNG,2,-8.1956601,2,111.5624116,2199,8796,100.0,100.0,0.0,59.1056975430476,58.33333333333333,19.999999999999996,5.115961800818553,100.0,100.0,100.0,0.0,0.0,50.0,50.0,81.25,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503050006,TRENGGALEK,DONGKO,CAKUL,2,-8.2229468,2,111.5295305,3292,13168,100.0,100.0,15.0,91.78713643149453,56.666666666666664,9.090909090909092,3.4173754556500606,100.0,60.0,100.0,80.0,0.0,100.0,50.0,81.25,1,0,0,1,1,1,4,0,0,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503050007,TRENGGALEK,DONGKO,SIKI,2,-8.182984,2,111.5362439,2643,10572,100.0,100.0,0.0,59.081730052939804,65.83333333333333,20.90909090909091,4.729474082482028,100.0,100.0,100.0,80.0,40.0,83.33500000000001,37.5,81.25,1,0,0,1,1,1,4,0,0,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503050008,TRENGGALEK,DONGKO,DONGKO,1,-8.1871904,2,111.5788975,4107,16428,100.0,100.0,31.25,73.2383117676806,73.33333333333333,30.0,10.95690284879474,100.0,100.0,100.0,100.0,75.0,100.0,50.0,75.0,1,0,0,1,1,1,4,1,1,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503050009,TRENGGALEK,DONGKO,SUMBERBENING,2,-8.1665049,2,111.5776734,1750,7000,100.0,100.0,93.75,90.93177434257092,85.0,63.18181818181818,7.142857142857144,100.0,100.0,100.0,0.0,40.0,100.0,87.5,75.0,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503050010,TRENGGALEK,DONGKO,PRINGAPUS,2,-8.1745223,2,111.6059069,2346,9384,100.0,100.0,0.0,93.48608715523629,58.33333333333333,29.09090909090909,3.7297527706734868,100.0,100.0,100.0,40.0,0.0,83.33500000000001,50.0,81.25,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060001,TRENGGALEK,PULE,SIDOMULYO,2,-8.1350089,2,111.4815748,2785,11140,99.95691202872533,93.75,18.75,93.66870341093123,43.33333333333333,45.0,4.488330341113106,100.0,60.0,100.0,40.0,35.0,100.0,62.5,85.0,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060002,TRENGGALEK,PULE,PUYUNG,2,-8.1256757,2,111.4967188,1702,6808,100.0,93.75,0.0,91.71202773181831,43.33333333333333,3.6363636363636362,4.406580493537015,100.0,100.0,100.0,40.0,0.0,100.0,62.5,85.0,1,0,0,1,1,1,3,0,0,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060003,TRENGGALEK,PULE,JOHO,2,-8.156905,2,111.5267023,1271,5084,100.0,68.75,0.0,99.07512924203742,43.33333333333333,42.27272727272727,14.752163650668765,100.0,100.0,100.0,0.0,35.0,100.0,62.5,72.5,1,0,0,1,1,1,2,0,0,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060004,TRENGGALEK,PULE,KEMBANGAN,2,-8.14571,2,111.5333133,767,3068,100.0,93.75,0.0,83.90761056011789,43.33333333333333,40.45454545454545,6.51890482398957,100.0,60.0,100.0,40.0,0.0,100.0,75.0,72.5,1,0,0,1,1,1,2,0,0,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060005,TRENGGALEK,PULE,PAKEL,2,-8.138095,2,111.5470883,1291,5164,100.0,93.75,0.0,0.0,43.33333333333333,9.999999999999998,6.777691711851278,100.0,100.0,100.0,0.0,40.0,100.0,50.0,85.0,1,0,0,1,1,1,2,0,0,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060006,TRENGGALEK,PULE,PULE,1,-8.1235567,2,111.5604696,4236,16944,99.50897072710104,100.0,0.0,71.97200564909961,50.83333333333333,41.36363636363636,5.6067044381491975,100.0,100.0,100.0,40.0,35.0,100.0,75.0,87.5,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060007,TRENGGALEK,PULE,JOMBOK,1,-8.0964615,2,111.5816877,3745,14980,100.0,81.25,18.75,78.65561285201879,58.33333333333333,19.999999999999996,6.008010680907877,100.0,100.0,100.0,100.0,35.0,50.0,100.0,55.0,1,0,0,1,1,1,4,1,1,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503060008,TRENGGALEK,PULE,TANGGARAN,2,-8.0889055,2,111.5508124,2035,8140,99.66584766584766,75.0,18.75,100.0,43.33333333333333,53.18181818181819,4.2997542997543,100.0,60.0,100.0,0.0,0.0,100.0,75.0,87.5,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060009,TRENGGALEK,PULE,KARANGANYAR,2,-8.078718,2,111.5587067,1680,6720,99.92857142857143,68.75,0.0,89.85422283698136,65.83333333333333,37.72727272727273,4.464285714285715,100.0,100.0,100.0,40.0,40.0,100.0,62.5,66.25,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503060010,TRENGGALEK,PULE,SUKOKIDUL,2,-8.0607059,2,111.5798043,1231,4924,100.0,68.75,0.0,100.0,43.33333333333333,15.454545454545453,6.092607636068237,100.0,100.0,100.0,40.0,40.0,50.0,75.0,85.0,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503070005,TRENGGALEK,KARANGAN,SUKOWETAN,2,-8.1114791,2,111.680363,1429,5716,100.0,100.0,0.0,70.79731908002066,56.666666666666664,2.7272727272727275,6.123163051084675,100.0,100.0,100.0,40.0,0.0,50.0,50.0,81.25,1,0,0,1,1,1,3,0,0,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503070006,TRENGGALEK,KARANGAN,JATIPRAHU,1,-8.0967494,2,111.6915357,1969,7876,100.0,100.0,0.0,100.0,100.0,65.0,10.15744032503809,80.0,100.0,100.0,0.0,0.0,50.0,50.0,68.75,1,0,0,1,1,1,2,0,0,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503070007,TRENGGALEK,KARANGAN,SUMBERINGIN,1,-8.0802251,2,111.6909519,2385,9540,70.0,100.0,0.0,100.0,43.33333333333333,0.9090909090909091,22.0125786163522,80.0,60.0,100.0,40.0,0.0,50.0,37.5,68.75,1,0,0,1,1,1,3,0,0,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503070008,TRENGGALEK,KARANGAN,KEDUNGSIGIT,1,-8.0791662,2,111.6782594,1727,6908,100.0,100.0,25.0,65.62635087712391,50.83333333333333,3.6363636363636362,17.371163867979156,100.0,100.0,100.0,0.0,0.0,50.0,75.0,75.0,1,0,0,1,1,1,1,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503070009,TRENGGALEK,KARANGAN,JATI,1,-8.0963173,2,111.6519954,2056,8224,70.0,100.0,15.0,64.55171912987986,43.33333333333333,7.2727272727272725,5.4717898832684835,100.0,100.0,100.0,80.0,0.0,33.335,75.0,68.75,1,0,0,1,1,1,4,0,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503070013,TRENGGALEK,KARANGAN,KAYEN,2,-8.0876849,2,111.6425906,513,2052,70.0,75.0,0.0,74.79411682831424,43.33333333333333,36.81818181818182,12.183235867446392,100.0,100.0,100.0,0.0,0.0,50.0,75.0,75.0,1,0,0,1,1,1,2,0,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503070014,TRENGGALEK,KARANGAN,KARANGAN,1,-8.0848602,2,111.6624001,2472,9888,70.0,100.0,75.0,81.4543209541072,56.666666666666664,23.636363636363633,18.70954692556634,100.0,100.0,100.0,100.0,0.0,100.0,75.0,75.0,1,0,0,1,1,1,4,1,1,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503070015,TRENGGALEK,KARANGAN,KERJO,1,-8.0610114,2,111.6641474,1689,6756,100.0,100.0,35.0,66.244955258457,58.33333333333333,22.727272727272723,17.021906453522796,80.0,100.0,100.0,0.0,0.0,75.0,75.0,75.0,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503070016,TRENGGALEK,KARANGAN,SALAMREJO,1,-8.0719907,2,111.6754068,1764,7056,100.0,100.0,25.0,65.68095081146404,43.33333333333333,0.0,6.377551020408164,100.0,60.0,100.0,0.0,40.0,33.335,62.5,68.75,1,0,0,1,1,1,1,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503070017,TRENGGALEK,KARANGAN,BULUAGUNG,1,-8.0537881,2,111.6804678,1007,4028,70.0,100.0,0.0,52.72275600645218,100.0,0.0,35.99801390268124,100.0,60.0,100.0,80.0,40.0,33.335,50.0,75.0,1,0,0,1,1,1,3,0,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503070018,TRENGGALEK,KARANGAN,SUMBER,1,-8.0510044,2,111.6886071,471,1884,70.0,100.0,50.0,56.32391118050398,43.33333333333333,0.9090909090909091,46.231422505307854,100.0,60.0,100.0,0.0,0.0,16.67,50.0,68.75,1,0,0,1,1,1,2,0,0,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503070019,TRENGGALEK,KARANGAN,NGENTRONG,2,-8.0439368,2,111.6814884,1187,4748,70.0,100.0,0.0,90.591952850026,50.83333333333333,62.5,9.477674810446505,80.0,60.0,100.0,0.0,0.0,50.0,50.0,68.75,1,0,0,1,1,1,1,0,0,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503071001,TRENGGALEK,SURUH,NGRANDU,2,-8.1374234,2,111.6106147,961,3844,100.0,68.75,0.0,90.82587877182283,50.83333333333333,45.0,6.503642039542143,100.0,100.0,100.0,40.0,0.0,83.33500000000001,75.0,60.0,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503071002,TRENGGALEK,SURUH,PURU,2,-8.1263534,2,111.5967868,826,3304,100.0,93.75,31.25,92.17274935407094,50.83333333333333,17.272727272727273,10.593220338983052,100.0,100.0,100.0,0.0,0.0,100.0,87.5,53.75,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503071003,TRENGGALEK,SURUH,WONOKERTO,2,-8.121819,2,111.6013435,610,2440,100.0,81.25,0.0,79.76579885182036,50.83333333333333,36.81818181818182,10.245901639344263,100.0,100.0,100.0,40.0,35.0,50.0,100.0,55.0,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503071004,TRENGGALEK,SURUH,NGLEBO,2,-8.1150286,2,111.6024644,1270,5080,100.0,68.75,31.25,87.50441346417253,50.83333333333333,6.363636363636363,5.905511811023621,100.0,100.0,100.0,40.0,40.0,100.0,87.5,72.5,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503071005,TRENGGALEK,SURUH,GAMPING,2,-8.0885278,2,111.6036637,1700,6800,100.0,68.75,0.0,84.4417697053913,70.0,5.454545454545455,4.411764705882352,100.0,100.0,100.0,0.0,0.0,50.0,75.0,53.75,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503071006,TRENGGALEK,SURUH,SURUH,1,-8.0975257,2,111.6325065,1871,7484,70.0,93.75,31.25,84.60715501465758,85.0,45.90909090909091,11.357562800641368,100.0,100.0,100.0,60.0,0.0,83.33500000000001,100.0,66.25,1,0,0,1,1,1,4,1,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503071007,TRENGGALEK,SURUH,MLINJON,2,-8.1145213,2,111.6519377,3001,12004,70.0,68.75,53.75,73.75567506303925,43.33333333333333,65.0,5.83138953682106,100.0,100.0,100.0,0.0,0.0,100.0,87.5,60.0,1,0,0,1,1,1,2,0,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503080001,TRENGGALEK,GANDUSARI,NGRAYUNG,1,-8.1604684,2,111.6830602,1719,6876,70.0,100.0,0.0,84.6137338564079,50.83333333333333,41.36363636363636,9.453170447934847,100.0,60.0,100.0,0.0,40.0,100.0,62.5,68.75,1,0,0,1,1,1,2,0,1,1,5,Desa Agraris dengan Kesejahteraan Tinggi tapi Akses Listrik/Air Terbatas
3503080002,TRENGGALEK,GANDUSARI,JAJAR,2,-8.1535045,2,111.7040233,1148,4592,100.0,75.0,0.0,94.88017973270716,43.33333333333333,6.363636363636363,8.710801393728223,100.0,60.0,100.0,0.0,40.0,50.0,75.0,68.75,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503080003,TRENGGALEK,GANDUSARI,WONOREJO,1,-8.1456753,2,111.6937156,2097,8388,100.0,100.0,0.0,64.96451080798653,43.33333333333333,45.90909090909091,6.5569861707200765,100.0,60.0,100.0,0.0,40.0,100.0,100.0,68.75,0,1,0,1,1,1,1,0,1,1,0,Desa Industri Moderen dengan Infrastruktur Kuat tapi Minim Pendidikan Lanjut
3503080004,TRENGGALEK,GANDUSARI,SUKOREJO,1,-8.1344021,2,111.6990905,3615,14460,100.0,100.0,93.75,92.35836729344253,85.0,65.0,24.896265560165972,100.0,100.0,100.0,60.0,40.0,83.33500000000001,100.0,75.0,0,1,0,1,1,1,4,1,1,1,0,Desa Industri Moderen dengan Infrastruktur Kuat tapi Minim Pendidikan Lanjut
3503080005,TRENGGALEK,GANDUSARI,GANDUSARI,1,-8.1281366,2,111.7019815,2669,10676,100.0,100.0,40.0,78.63908933365825,73.33333333333333,1.8181818181818181,8.430123641813413,100.0,60.0,100.0,60.0,40.0,50.0,62.5,68.75,1,0,0,1,1,1,4,1,1,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
3503080006,TRENGGALEK,GANDUSARI,WONOANTI,1,-8.1118264,2,111.7097404,1811,7244,100.0,75.0,6.25,69.16799567360812,50.83333333333333,35.0,9.66316951960243,100.0,100.0,100.0,40.0,40.0,100.0,75.0,68.75,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503080007,TRENGGALEK,GANDUSARI,WIDORO,1,-8.1218561,2,111.720363,1199,4796,100.0,75.0,66.25,58.33260536426729,65.83333333333333,0.0,8.340283569641368,100.0,100.0,100.0,40.0,0.0,100.0,50.0,68.75,1,0,0,1,1,1,3,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503080008,TRENGGALEK,GANDUSARI,KARANGANYAR,1,-8.1169286,2,111.7310052,1167,4668,100.0,75.0,85.0,60.211933189261174,43.33333333333333,0.0,13.924592973436162,100.0,60.0,100.0,0.0,40.0,50.0,75.0,68.75,1,0,0,1,1,1,2,0,1,1,2,"Desa Agraris Dasar – Terpenuhi Akses Dasar, Minim Vokasi dan Pendidikan Lanjut"
3503080009,TRENGGALEK,GANDUSARI,MELIS,1,-8.1166304,2,111.7384037,1048,4192,100.0,75.0,0.0,63.54570721895118,43.33333333333333,0.0,7.15648854961832,100.0,100.0,100.0,80.0,35.0,100.0,75.0,68.75,1,0,0,1,1,1,4,0,1,1,1,Desa Agraris dengan Ekosistem Pendidikan Lanjut Terbaik
